['1993', 'australia-pakistan-west-indies-in-australia', 'pak-vs-wi-8th-match-australia-pakistan-west-indies-in-australia', 'PAKISTAN', 'WEST INDIES', 'AUSTRALIA', 'Dec 17', '11:00 AM \xa0LOCAL', 'WEST INDIES==214==9==50', 'PAKISTAN==81==10==48', 'WEST INDIES', 'WEST INDIES', '80']


['1988', 'india-new-zealand-sri-lanka-in-united-arab-emirates', 'nz-vs-sl-3rd-match-india-new-zealand-sri-lanka-in-united-arab-emirates', 'NEW ZEALAND', 'SRI LANKA', 'UNITED ARAB EMIRATES', 'Mar 29', '04:00 AM \xa0LOCAL', 'NEW ZEALAND==258==8==50', 'SRI LANKA==159==10==42', 'SRI LANKA', 'NEW ZEALAND', '81']


['1999', 'south-africa-in-new-zealand-odi-series', 'nz-vs-rsa-1st-odi-south-africa-in-new-zealand-odi-series', 'NEW ZEALAND', 'SOUTH AFRICA', 'NEW ZEALAND', 'Feb 14', '12:00 PM \xa0LOCAL', 'SOUTH AFRICA==211==10==49', 'NEW ZEALAND==215==7==49', 'NEW ZEALAND', 'NEW ZEALAND', '83']


['2009', 'india-new-zealand-sri-lanka-in-sri-lanka', 'sl-vs-ind-3rd-match-india-new-zealand-sri-lanka-in-sri-lanka', 'SRI LANKA', 'INDIA', 'SRI LANKA', 'Sep 12', '02:30 PM \xa0LOCAL', 'SRI LANKA==307==6==50', 'INDIA==168==10==37', 'SRI LANKA', 'SRI LANKA', '84']


['2006', 'australia-in-bangladesh-odi-series', 'ban-vs-aus-3rd-odi-australia-in-bangladesh-odi-series', 'BANGLADESH', 'AUSTRALIA', 'BANGLADESH', 'Apr 28', '09:30 AM \xa0LOCAL', 'BANGLADESH==124==10==42', 'AUSTRALIA==127==1==22', 'BANGLADESH', 'AUSTRALIA', '85']


['1996', 'new-zealand-pakistan-sri-lanka-in-united-arab-emirates-1996', 'nz-vs-pak-6th-match-new-zealand-pakistan-sri-lanka-in-united-arab-emirates-1996', 'NEW ZEALAND', 'PAKISTAN', 'UNITED ARAB EMIRATES', 'Nov 13', '04:00 AM \xa0LOCAL', 'NEW ZEALAND==192==10==50', 'PAKISTAN==196==6==48', 'PAKISTAN', 'PAKISTAN', '87']


